"EG020","EG020: Cấu trúc một bài thuyết trình thường bao gồm mấy phần?","<p>
	<span style=""color: rgb(0, 0, 0); font-family: Arial, Tahoma, Verdana;"">Thưa thầy c&ocirc; cho em hỏi ,</span></p>
<p>
	-&nbsp;Cấu tr&uacute;c một b&agrave;i thuyết tr&igrave;nh thường bao gồm mấy phần?&nbsp;</p>
<p>
	<span style=""color: rgb(0, 0, 0); font-family: Arial, Tahoma, Verdana;"">Em cảm ơn thầy c&ocirc;!</span></p>
","<p>
	Ch&agrave;o em!</p>
<p>
	Như ch&uacute;ng ta đ&atilde; học tập l&agrave;m văn, th&igrave; bao giờ cũng c&oacute; 3 phần, mở đầu, th&acirc;n b&agrave;i v&agrave; kết luận, v&igrave; thế b&agrave;i thuyết tr&igrave;nh cũng c&oacute; cấu tr&uacute;c tương tự!</p>
<p>
	Tuy nhi&ecirc;n để l&ocirc;i cuốn người nghe th&igrave; ở phần mở b&agrave;i n&ecirc;n c&oacute; khởi động 1 tr&ograve; chơi, v&agrave; th&acirc;n b&agrave;i cũng n&ecirc;n c&oacute; k&egrave;m thư giản để mọi người dễ tiếp thu hơn.</p>
<p>
	V&agrave; kết luận phải l&ocirc;i cuốn người nghe, để người nghe nhớ l&acirc;u về vấn đề m&igrave;nh muốn n&oacute;i!</p>
<p>
	Cảm ơn em nh&eacute;!</p>"
"EG020","EG020: Cấu trúc một bài thuyết trình thường bao gồm mấy phần?","<p>
	<span style=""color: rgb(0, 0, 0); font-family: Arial, Tahoma, Verdana;"">Thưa thầy c&ocirc; cho em hỏi ,</span></p>
<p>
	-&nbsp;Cấu tr&uacute;c một b&agrave;i thuyết tr&igrave;nh thường bao gồm mấy phần?&nbsp;</p>
<p>
	<span style=""color: rgb(0, 0, 0); font-family: Arial, Tahoma, Verdana;"">Em cảm ơn thầy c&ocirc;!</span></p>
","<p>
	Ch&agrave;o em!</p>
<p>
	Như ch&uacute;ng ta đ&atilde; học tập l&agrave;m văn, th&igrave; bao giờ cũng c&oacute; 3 phần, mở đầu, th&acirc;n b&agrave;i v&agrave; kết luận, v&igrave; thế b&agrave;i thuyết tr&igrave;nh cũng c&oacute; cấu tr&uacute;c tương tự!</p>
<p>
	Tuy nhi&ecirc;n để l&ocirc;i cuốn người nghe th&igrave; ở phần mở b&agrave;i n&ecirc;n c&oacute; khởi động 1 tr&ograve; chơi, v&agrave; th&acirc;n b&agrave;i cũng n&ecirc;n c&oacute; k&egrave;m thư giản để mọi người dễ tiếp thu hơn.</p>
<p>
	V&agrave; kết luận phải l&ocirc;i cuốn người nghe, để người nghe nhớ l&acirc;u về vấn đề m&igrave;nh muốn n&oacute;i!</p>
<p>
	Cảm ơn em nh&eacute;!</p>"
"EG020","EG020: Trong khi thuyết trình, thuyết trình viên cần điều chỉnh âm lượng và giọng nói như thế nào?","<p>
	<span style=""color: rgb(0, 0, 0); font-family: Arial, Tahoma, Verdana;"">Thưa thầy c&ocirc; cho em hỏi,</span></p>
<p>
	- Trong khi thuy&ecirc;́t trình, thuy&ecirc;́t trình vi&ecirc;n c&acirc;̀n đi&ecirc;̀u chỉnh &acirc;m lượng và giọng nói như th&ecirc;́ nào?</p>
<p>
	<span style=""color: rgb(0, 0, 0); font-family: Arial, Tahoma, Verdana;"">Em cảm ơn thầy c&ocirc;!</span></p>
","<p>
	Cảm ơn em đ&atilde; đặt c&acirc;u hỏi rất th&uacute; vị! Ch&uacute;c em một năm 2015 vui tươi v&agrave; hạnh ph&uacute;c!</p>
<p>
	Theo c&ocirc;, trong khi thuyết tr&igrave;nh, th&igrave; &acirc;m lượng v&agrave; giọng n&oacute;i t&ugrave;y thuộc v&agrave;o số lượng kh&aacute;n giả ngồi nghe v&agrave; độ rộng của căn ph&ograve;ng.</p>
<p>
	+ Nếu ph&ograve;ng qu&aacute; rộng tr&ecirc;n 25m2 v&agrave; số lượng người ngồi nghe đ&ocirc;ng th&igrave; nhất thiết phải d&ugrave;ng micro với &acirc;m lượng vừa nghe!</p>
<p>
	+ nếu ph&ograve;ng rộng tr&ecirc;n 25m2 v&agrave; số lượng &iacute;t người th&igrave; n&ecirc;n chọn ph&ograve;ng ph&ugrave; hợp hơn, nếu k c&oacute; ph&ograve;ng ph&ugrave; hợp th&igrave; mời người nghe l&ecirc;n b&agrave;n ghế đầu, ngồi gần nhau, v&agrave; c&oacute; thể kh&ocirc;ng cần micro, nhưng giọng n&oacute;i n&ecirc;n lớn, nhưng k qu&aacute; lớn m&agrave; phải đủ nghe!</p>
<p>
	+ Nếu ph&ograve;ng nhỏ th&igrave; chỉ cần n&oacute;i r&otilde; r&agrave;ng, y&ecirc;u cầu trật tự trong khi n&oacute;i, &acirc;m lượng vừa phải. v&agrave; thỉnh thoảng trong khi thuyết tr&igrave;nh n&ecirc;n quan t&acirc;m hỏi &nbsp;mọi người nghe c&oacute; r&otilde; kh&ocirc;ng để điều chỉnh bạn nh&eacute;!</p>
<p>
	Ch&agrave;o bạn!</p>
"
"EG020","EG020: kỹ năng đàm phán thành công","Thưa thầy cô! Muốn nắm chắc phần thắng khi đàm phán thì cần có những kỹ năng gì?
Cảm ơn thầy cô!","<p>
	Cảm ơn em!&nbsp;</p>
<p>
	Theo c&ocirc; muốn đ&agrave;m ph&aacute;n th&agrave;nh c&ocirc;ng cần kỹ năng:</p>
<p>
	- Người xưa c&oacute; c&acirc;u, biết người, biết ta trăm trận trăm thắng nghĩa l&agrave; phải c&oacute; sự chuẩn bị chu đ&aacute;o, t&iacute;nh cẩn thận!</p>
<p>
	- C&oacute; sự tự tin v&agrave; c&oacute; khiếu ăn n&oacute;i thuyết phục.</p>
<p>
	- C&oacute; kỹ năng lắng nghe, v&agrave; chốt vấn đề.</p>
<p>
	V&agrave; c&ograve;n rất nhiều kỹ năng bổ sung, n&ecirc;n em cần học kỹ b&agrave;i rồi sẽ nắm vững hơn em nh&eacute;!</p>
"
"EG020","EG020: Kỹ năng đàm phán thành công","<p>
	Thưa thầy/c&ocirc; em muốn c&oacute; th&ecirc;m nhiều kiến thức để ứng dụng trong c&ocirc;ng việc, cần c&oacute; th&ecirc;m những t&agrave;i liệu n&agrave;o</p>
","<p>
	&nbsp;</p>
<p>
	&nbsp; &nbsp; &nbsp;Ch&agrave;o bạn! C&oacute; rất nhiều s&aacute;ch để phục vụ cho đ&agrave;m ph&aacute;n th&agrave;nh c&ocirc;ng nhưng t&ocirc;i giới thiệu cho bạn 2 cuốn theo t&ocirc;i l&agrave; hay, mong sao n&oacute; gi&uacute;p &iacute;ch cho bạn! V&agrave; bạn c&oacute; thể ra hiệu s&aacute;ch trung t&acirc;m, c&oacute; nhiều t&agrave;i liệu, s&aacute;ch rất hay về đ&agrave;m ph&aacute;n bạn ạ! V&agrave; t&agrave;i liệu trong c&ocirc;ng việc th&igrave; l&agrave; c&ocirc;ng việc g&igrave;? T&ocirc;i mới c&oacute; thể n&ecirc;u r&otilde; được, c&ograve;n trong phạm vi học m&ocirc;n đ&agrave;m ph&aacute;n t&ocirc;i chỉ c&oacute; thể giới thiệu bạn như vậy!</p>
<p>
	Ch&uacute;c bạn vui vẻ!</p>
<p>
	&nbsp;</p>
<p>
	<img alt=""Nghệ thuật thương thuyết"" src=""http://tailieuhoctap.vn/images/books/ky-nang-mem/ky-nang-dam-phan/nghe-thuat-thuong-thuyet-772978.jpg"" />&nbsp; &nbsp;&nbsp;<img alt=""Để thành công trong đàm phán"" src=""http://tailieuhoctap.vn/images/books/ky-nang-mem/ky-nang-dam-phan/bia%20de%20thanh%20cong%20trong%20dam%20phan%202_769117.jpg"" /></p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>"
"EG020","Ví dụ kỹ năng đàm phán","Chào thầy cô cho em hỏi về kỹ năng đàm phán trong môn học , em thấy dẫn mấy ví dụ rất thực tế song thấy k cho ra cách giải quyết. Hay là đưa ví dụ để sinh viên tự nghiên cứu cách giải quyết trong tình huống đàm phán đó? Em xin cảm ơn","<p>
	Ch&agrave;o em!</p>
<p>
	Em c&oacute; thể cho v&iacute; dụ n&agrave;o kh&ocirc;ng giải quyết!</p>
<p>
	C&oacute; 2 c&aacute;ch giải quyết:</p>
<p>
	+ Do bạn b&egrave; đ&atilde; trả lời đ&uacute;ng trong diễn đ&agrave;n!</p>
<p>
	+ Do gvhd trả lời.</p>
<p>
	Em khi n&ecirc;u c&acirc;u hỏi cần c&oacute; vd cụ thể, chứ đừng hỏi chung chung!</p>
<p>
	V&agrave; 1 c&acirc;u vd giảng vi&ecirc;n đưa ra th&igrave; thời gian giải quyết l&agrave; 1 tuần để c&aacute;c bạn tranh luận!</p>
<p>
	Th&acirc;n &aacute;i!</p>
"
"EG020","QLHT:điểm chuyên cần môn học","Chào cô!
Thưa cô,cho em hỏi là ở môn học này không có buổi học tập trung,như vậy điểm học tập trung sẽ tính như thế nào cô.
Em cảm ơn cô.","<p>
	Ch&agrave;o chị Th&ugrave;y!</p>
<p>
	M&ocirc;n học kh&ocirc;ng c&oacute; buổi tập trung th&igrave; mục đ&oacute; sẽ kh&ocirc;ng t&iacute;nh điểm.</p>
<p>
	Chi tiết chị đọc kỹ lại phần c&aacute;ch t&iacute;nh điểm tr&ecirc;n lớp học hoặc kế hoạch học tập m&ocirc;n</p>
<p>
	Cảm ơn chị!</p>
"
"EG020","Bảng điểm chuyên cần, điểm giữa kỳ","<p>
	Ch&agrave;o c&ocirc;</p>
<p>
	C&ocirc; cho em hỏi c&aacute;ch t&iacute;nh điểm chuy&ecirc;n cần, điểm giữa kỳ&nbsp;</p>
<p>
	V&iacute; dụ: chuy&ecirc;n cần:10,BTVN1:9, BTVN2:10, BTN: 9</p>
<p>
	Em t&iacute;nh điểm TB: như vậy em sẽ được 9.5, sao trong email c&ocirc; gửi chỉ c&oacute; 9.3.</p>
<p>
	C&ocirc; cho em c&aacute;ch t&iacute;nh theo kiểu của c&ocirc; với ạ</p>
<p>
	Tr&acirc;n trọng</p>","<p>
	Ch&agrave;o em,</p>
<p>
	C&aacute;ch t&iacute;nh điểm c&oacute; ở cuối giao diện m&ocirc;n học.</p>
<p>
	Với v&iacute; dụ của em: C&ocirc; giải th&iacute;ch như sau nh&eacute;</p>
<p>
	Điểm tổng kết m&ocirc;n = Chuy&ecirc;n cần x 10% + Giữa kỳ x 30% + Điểm thi x 60% (Hiện em chưa thi n&ecirc;n chưa c&oacute; điểm thi hết m&ocirc;n)</p>
<p>
	V&iacute; dụ của em kh&ocirc;ng n&oacute;i r&otilde; m&ocirc;n g&igrave; n&ecirc;n c&ocirc; kh&ocirc;ng c&oacute; tỉ lệ % mẫu để t&iacute;nh cho em được.&nbsp;</p>
<p>
	Nếu l&agrave; m&ocirc;n EG005 th&igrave; điểm giữa kỳ l&agrave;: BVTN1 x 10% + BTVN x 10% + BTN x 10%</p>
<p>
	Điểm Chuy&ecirc;n cần sử dụng khi t&iacute;nh Điểm tổng kết m&ocirc;n, em kh&ocirc;ng t&iacute;nh gộp điểm CC v&agrave;o Điểm giữa kỳ</p>
<p>
	Nếu chưa r&otilde; em gửi email cho c&ocirc; về điểm m&ocirc;n học em đang thắc mắc để c&ocirc; giải đ&aacute;p cụ thể hơn nh&eacute;</p>
<p>
	Ch&uacute;c em học tốt.</p>
"
"EG020","QLHT: Hỏi về tên lớp học","<p>
	Th&acirc;y, C&ocirc; cho em hỏi, t&ecirc;n lớp học của em l&agrave; FD1C nhưng 2 m&ocirc;n học mới lại l&agrave; lớp FD1 c&oacute; phải l&agrave; lớp cảu em kh&ocirc;ng?</p>
","<p>
	Ch&agrave;o em,</p>
<p>
	Từ ng&agrave;y 28/12/2014 c&aacute;c lớp FD1A, FD1B, FD1C, FD1D, FD1E sẽ gộp th&agrave;nh 1 lớp lớn c&oacute; t&ecirc;n l&agrave; lớp FD1. Th&ocirc;ng b&aacute;o gộp lớp v&agrave; việc tổ chức bầu lớp trưởng sẽ được phổ biến qua email trong tuần sau.</p>
<p>
	Em học tập theo lớp FD1 từ ng&agrave;y 28/12 nh&eacute;.</p>
<p>
	Ch&uacute;c em học tốt.</p>
"
"EG020","QLHT: Em muốn hỏi về những giấy tờ cần mang theo khi đi thi ngày 28/12/2014","<p>
	Thưa c&ocirc; cho em hỏi:</p>
<p>
	Theo kế hoạch ng&agrave;y 28/12/2014 ch&uacute;ng em sẽ thi 3 m&ocirc;n, l&uacute;c đi thi em phải mang theo những giấy tờ g&igrave;?</p>
<p>
	Hiện tại em mới biết bị mất giấy chứng minh chưa đi l&agrave;m lại kh&ocirc;ng biết c&oacute; ảnh hưởng đến việc c&oacute; được thi hay kh&ocirc;ng?</p>
<p>
	Em mong c&ocirc; cho em c&acirc;u trả lời.&nbsp;</p>
<p>
	Em cảm ơn c&ocirc;.</p>
","<p>
	Ch&agrave;o em,</p>
<p>
	Khi đi thi em lưu &yacute; mang theo những giấy tờ, dụng cụ sau:</p>
<p>
	1. Giấy tờ tuỳ th&acirc;n c&oacute; ảnh v&agrave; dấu gi&aacute;p lai: Chứng minh thư hoặc Bằng l&aacute;i xe c&oacute; ảnh đ&oacute;ng dấu.</p>
<p>
	2. B&uacute;t bi, b&uacute;t ch&igrave;, tẩy b&uacute;t ch&igrave;, gọt b&uacute;t ch&igrave; (B&uacute;t ch&igrave; d&ugrave;ng để t&ocirc; đ&aacute;p &aacute;n b&agrave;i thi trắc nghiệm)</p>
<p>
	Em lưu &yacute; đến sớm trước giờ thi &iacute;t nhất 15 ph&uacute;t để đảm bảo đủ thời gian t&igrave;m ph&ograve;ng thi v&agrave; ho&agrave;n th&agrave;nh thủ tục v&agrave;o thi nh&eacute;.</p>
<p>
	Ch&uacute;c em thi tốt.</p>
"
